county,precinct,office,district,party,candidate,votes,votetype
Sarasota,209,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,211,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,213,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,215,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,217,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,219,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,221,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,223,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,225,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,227,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,229,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,231,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,233,U.S. House, District 17, ,WriteinVotes,6,total
Sarasota,301,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,303,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,305,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,307,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,309,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,311,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,313,U.S. House, District 17, ,WriteinVotes,6,total
Sarasota,314,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,315,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,317,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,319,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,321,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,323,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,325,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,327,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,329,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,331,U.S. House, District 17, ,WriteinVotes,5,total
Sarasota,333,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,335,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,337,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,339,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,341,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,401,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,403,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,405,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,407,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,409,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,411,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,413,U.S. House, District 17, ,WriteinVotes,5,total
Sarasota,415,U.S. House, District 17, ,WriteinVotes,7,total
Sarasota,417,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,419,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,421,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,423,U.S. House, District 17, ,WriteinVotes,5,total
Sarasota,425,U.S. House, District 17, ,WriteinVotes,5,total
Sarasota,427,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,429,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,430,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,431,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,433,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,435,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,437,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,501,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,503,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,505,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,507,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,509,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,511,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,513,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,515,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,517,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,519,U.S. House, District 17, ,WriteinVotes,3,total
Sarasota,521,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,523,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,525,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,527,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,529,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,531,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,533,U.S. House, District 17, ,WriteinVotes,2,total
Sarasota,535,U.S. House, District 17, ,WriteinVotes,6,total
Sarasota,537,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,539,U.S. House, District 17, ,WriteinVotes,5,total
Sarasota,541,U.S. House, District 17, ,WriteinVotes,4,total
Sarasota,543,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,545,U.S. House, District 17, ,WriteinVotes,0,total
Sarasota,312,U.S. House, District 17, ,WriteinVotes,1,total
Sarasota,101,U.S. House, District 17, ,OverVotes,0,total
Sarasota,103,U.S. House, District 17, ,OverVotes,0,total
Sarasota,105,U.S. House, District 17, ,OverVotes,2,total
Sarasota,106,U.S. House, District 17, ,OverVotes,0,total
Sarasota,107,U.S. House, District 17, ,OverVotes,0,total
Sarasota,109,U.S. House, District 17, ,OverVotes,0,total
Sarasota,111,U.S. House, District 17, ,OverVotes,0,total
Sarasota,113,U.S. House, District 17, ,OverVotes,1,total
Sarasota,115,U.S. House, District 17, ,OverVotes,2,total
Sarasota,117,U.S. House, District 17, ,OverVotes,0,total
Sarasota,119,U.S. House, District 17, ,OverVotes,0,total
Sarasota,121,U.S. House, District 17, ,OverVotes,1,total
Sarasota,123,U.S. House, District 17, ,OverVotes,0,total
Sarasota,125,U.S. House, District 17, ,OverVotes,0,total
Sarasota,127,U.S. House, District 17, ,OverVotes,2,total
Sarasota,128,U.S. House, District 17, ,OverVotes,0,total
Sarasota,129,U.S. House, District 17, ,OverVotes,1,total
Sarasota,131,U.S. House, District 17, ,OverVotes,0,total
Sarasota,133,U.S. House, District 17, ,OverVotes,1,total
Sarasota,135,U.S. House, District 17, ,OverVotes,0,total
Sarasota,201,U.S. House, District 17, ,OverVotes,0,total
Sarasota,203,U.S. House, District 17, ,OverVotes,0,total
Sarasota,205,U.S. House, District 17, ,OverVotes,0,total
Sarasota,207,U.S. House, District 17, ,OverVotes,0,total
Sarasota,209,U.S. House, District 17, ,OverVotes,0,total
Sarasota,211,U.S. House, District 17, ,OverVotes,0,total
Sarasota,213,U.S. House, District 17, ,OverVotes,0,total
Sarasota,215,U.S. House, District 17, ,OverVotes,1,total
Sarasota,217,U.S. House, District 17, ,OverVotes,0,total
Sarasota,219,U.S. House, District 17, ,OverVotes,0,total
Sarasota,221,U.S. House, District 17, ,OverVotes,1,total
Sarasota,223,U.S. House, District 17, ,OverVotes,0,total
Sarasota,225,U.S. House, District 17, ,OverVotes,0,total
Sarasota,227,U.S. House, District 17, ,OverVotes,1,total
Sarasota,229,U.S. House, District 17, ,OverVotes,0,total
Sarasota,231,U.S. House, District 17, ,OverVotes,0,total
Sarasota,233,U.S. House, District 17, ,OverVotes,1,total
Sarasota,301,U.S. House, District 17, ,OverVotes,0,total
Sarasota,303,U.S. House, District 17, ,OverVotes,0,total
Sarasota,305,U.S. House, District 17, ,OverVotes,0,total
Sarasota,307,U.S. House, District 17, ,OverVotes,0,total
Sarasota,309,U.S. House, District 17, ,OverVotes,0,total
Sarasota,311,U.S. House, District 17, ,OverVotes,2,total
Sarasota,313,U.S. House, District 17, ,OverVotes,1,total
Sarasota,314,U.S. House, District 17, ,OverVotes,1,total
Sarasota,315,U.S. House, District 17, ,OverVotes,0,total
Sarasota,317,U.S. House, District 17, ,OverVotes,0,total
Sarasota,319,U.S. House, District 17, ,OverVotes,0,total
Sarasota,321,U.S. House, District 17, ,OverVotes,0,total
Sarasota,323,U.S. House, District 17, ,OverVotes,1,total
Sarasota,325,U.S. House, District 17, ,OverVotes,0,total
Sarasota,327,U.S. House, District 17, ,OverVotes,0,total
Sarasota,329,U.S. House, District 17, ,OverVotes,0,total
Sarasota,331,U.S. House, District 17, ,OverVotes,0,total
Sarasota,333,U.S. House, District 17, ,OverVotes,0,total
Sarasota,335,U.S. House, District 17, ,OverVotes,0,total
Sarasota,337,U.S. House, District 17, ,OverVotes,0,total
Sarasota,339,U.S. House, District 17, ,OverVotes,1,total
Sarasota,341,U.S. House, District 17, ,OverVotes,0,total
Sarasota,401,U.S. House, District 17, ,OverVotes,0,total
Sarasota,403,U.S. House, District 17, ,OverVotes,0,total
Sarasota,405,U.S. House, District 17, ,OverVotes,0,total
Sarasota,407,U.S. House, District 17, ,OverVotes,1,total
Sarasota,409,U.S. House, District 17, ,OverVotes,0,total
Sarasota,411,U.S. House, District 17, ,OverVotes,0,total
Sarasota,413,U.S. House, District 17, ,OverVotes,0,total
Sarasota,415,U.S. House, District 17, ,OverVotes,0,total
Sarasota,417,U.S. House, District 17, ,OverVotes,0,total
Sarasota,419,U.S. House, District 17, ,OverVotes,0,total
Sarasota,421,U.S. House, District 17, ,OverVotes,0,total
Sarasota,423,U.S. House, District 17, ,OverVotes,1,total
Sarasota,425,U.S. House, District 17, ,OverVotes,1,total
Sarasota,427,U.S. House, District 17, ,OverVotes,0,total
Sarasota,429,U.S. House, District 17, ,OverVotes,0,total
Sarasota,430,U.S. House, District 17, ,OverVotes,0,total
Sarasota,431,U.S. House, District 17, ,OverVotes,1,total
Sarasota,433,U.S. House, District 17, ,OverVotes,0,total
Sarasota,435,U.S. House, District 17, ,OverVotes,0,total
Sarasota,437,U.S. House, District 17, ,OverVotes,0,total
Sarasota,501,U.S. House, District 17, ,OverVotes,0,total
Sarasota,503,U.S. House, District 17, ,OverVotes,0,total
Sarasota,505,U.S. House, District 17, ,OverVotes,0,total
Sarasota,507,U.S. House, District 17, ,OverVotes,0,total
Sarasota,509,U.S. House, District 17, ,OverVotes,0,total
Sarasota,511,U.S. House, District 17, ,OverVotes,0,total
Sarasota,513,U.S. House, District 17, ,OverVotes,0,total
Sarasota,515,U.S. House, District 17, ,OverVotes,0,total
Sarasota,517,U.S. House, District 17, ,OverVotes,1,total
Sarasota,519,U.S. House, District 17, ,OverVotes,1,total
Sarasota,521,U.S. House, District 17, ,OverVotes,0,total
Sarasota,523,U.S. House, District 17, ,OverVotes,0,total
Sarasota,525,U.S. House, District 17, ,OverVotes,0,total
Sarasota,527,U.S. House, District 17, ,OverVotes,0,total
Sarasota,529,U.S. House, District 17, ,OverVotes,1,total
Sarasota,531,U.S. House, District 17, ,OverVotes,1,total
Sarasota,533,U.S. House, District 17, ,OverVotes,0,total
Sarasota,535,U.S. House, District 17, ,OverVotes,1,total
Sarasota,537,U.S. House, District 17, ,OverVotes,1,total
Sarasota,539,U.S. House, District 17, ,OverVotes,0,total
Sarasota,541,U.S. House, District 17, ,OverVotes,0,total
Sarasota,543,U.S. House, District 17, ,OverVotes,0,total
Sarasota,545,U.S. House, District 17, ,OverVotes,1,total
Sarasota,312,U.S. House, District 17, ,OverVotes,1,total
Sarasota,101,U.S. House, District 17, ,UnderVotes,1,total
Sarasota,103,U.S. House, District 17, ,UnderVotes,51,total
Sarasota,105,U.S. House, District 17, ,UnderVotes,164,total
Sarasota,106,U.S. House, District 17, ,UnderVotes,159,total
Sarasota,107,U.S. House, District 17, ,UnderVotes,34,total
Sarasota,109,U.S. House, District 17, ,UnderVotes,54,total
Sarasota,111,U.S. House, District 17, ,UnderVotes,16,total
Sarasota,113,U.S. House, District 17, ,UnderVotes,16,total
Sarasota,115,U.S. House, District 17, ,UnderVotes,140,total
Sarasota,117,U.S. House, District 17, ,UnderVotes,45,total
Sarasota,119,U.S. House, District 17, ,UnderVotes,78,total
Sarasota,121,U.S. House, District 17, ,UnderVotes,72,total
Sarasota,123,U.S. House, District 17, ,UnderVotes,67,total
Sarasota,125,U.S. House, District 17, ,UnderVotes,80,total
Sarasota,127,U.S. House, District 17, ,UnderVotes,204,total
Sarasota,128,U.S. House, District 17, ,UnderVotes,61,total
Sarasota,129,U.S. House, District 17, ,UnderVotes,33,total
Sarasota,131,U.S. House, District 17, ,UnderVotes,23,total
Sarasota,133,U.S. House, District 17, ,UnderVotes,148,total
Sarasota,135,U.S. House, District 17, ,UnderVotes,32,total
Sarasota,201,U.S. House, District 17, ,UnderVotes,90,total
Sarasota,203,U.S. House, District 17, ,UnderVotes,47,total
Sarasota,205,U.S. House, District 17, ,UnderVotes,15,total
Sarasota,207,U.S. House, District 17, ,UnderVotes,34,total
Sarasota,209,U.S. House, District 17, ,UnderVotes,93,total
Sarasota,211,U.S. House, District 17, ,UnderVotes,32,total
Sarasota,213,U.S. House, District 17, ,UnderVotes,17,total
Sarasota,215,U.S. House, District 17, ,UnderVotes,134,total
Sarasota,217,U.S. House, District 17, ,UnderVotes,30,total
Sarasota,219,U.S. House, District 17, ,UnderVotes,169,total
Sarasota,221,U.S. House, District 17, ,UnderVotes,270,total
Sarasota,223,U.S. House, District 17, ,UnderVotes,47,total
Sarasota,225,U.S. House, District 17, ,UnderVotes,43,total
Sarasota,227,U.S. House, District 17, ,UnderVotes,83,total
Sarasota,229,U.S. House, District 17, ,UnderVotes,103,total
Sarasota,231,U.S. House, District 17, ,UnderVotes,235,total
Sarasota,233,U.S. House, District 17, ,UnderVotes,241,total
Sarasota,301,U.S. House, District 17, ,UnderVotes,45,total
Sarasota,303,U.S. House, District 17, ,UnderVotes,1,total
Sarasota,305,U.S. House, District 17, ,UnderVotes,79,total
Sarasota,307,U.S. House, District 17, ,UnderVotes,132,total
Sarasota,309,U.S. House, District 17, ,UnderVotes,121,total
Sarasota,311,U.S. House, District 17, ,UnderVotes,148,total
Sarasota,313,U.S. House, District 17, ,UnderVotes,239,total
Sarasota,314,U.S. House, District 17, ,UnderVotes,171,total
Sarasota,315,U.S. House, District 17, ,UnderVotes,50,total
Sarasota,317,U.S. House, District 17, ,UnderVotes,87,total
Sarasota,319,U.S. House, District 17, ,UnderVotes,25,total
Sarasota,321,U.S. House, District 17, ,UnderVotes,94,total
Sarasota,323,U.S. House, District 17, ,UnderVotes,31,total
Sarasota,325,U.S. House, District 17, ,UnderVotes,20,total
Sarasota,327,U.S. House, District 17, ,UnderVotes,102,total
Sarasota,329,U.S. House, District 17, ,UnderVotes,77,total
Sarasota,331,U.S. House, District 17, ,UnderVotes,184,total
Sarasota,333,U.S. House, District 17, ,UnderVotes,12,total
Sarasota,335,U.S. House, District 17, ,UnderVotes,30,total
Sarasota,337,U.S. House, District 17, ,UnderVotes,20,total
Sarasota,339,U.S. House, District 17, ,UnderVotes,119,total
Sarasota,341,U.S. House, District 17, ,UnderVotes,14,total
Sarasota,401,U.S. House, District 17, ,UnderVotes,8,total
Sarasota,403,U.S. House, District 17, ,UnderVotes,25,total
Sarasota,405,U.S. House, District 17, ,UnderVotes,141,total
Sarasota,407,U.S. House, District 17, ,UnderVotes,191,total
Sarasota,409,U.S. House, District 17, ,UnderVotes,148,total
Sarasota,411,U.S. House, District 17, ,UnderVotes,82,total
Sarasota,413,U.S. House, District 17, ,UnderVotes,142,total
Sarasota,415,U.S. House, District 17, ,UnderVotes,128,total
Sarasota,417,U.S. House, District 17, ,UnderVotes,136,total
Sarasota,419,U.S. House, District 17, ,UnderVotes,71,total
Sarasota,421,U.S. House, District 17, ,UnderVotes,37,total
Sarasota,423,U.S. House, District 17, ,UnderVotes,118,total
Sarasota,425,U.S. House, District 17, ,UnderVotes,163,total
Sarasota,427,U.S. House, District 17, ,UnderVotes,0,total
Sarasota,429,U.S. House, District 17, ,UnderVotes,77,total
Sarasota,430,U.S. House, District 17, ,UnderVotes,87,total
Sarasota,431,U.S. House, District 17, ,UnderVotes,66,total
Sarasota,433,U.S. House, District 17, ,UnderVotes,22,total
Sarasota,435,U.S. House, District 17, ,UnderVotes,73,total
Sarasota,437,U.S. House, District 17, ,UnderVotes,16,total
Sarasota,501,U.S. House, District 17, ,UnderVotes,79,total
Sarasota,503,U.S. House, District 17, ,UnderVotes,7,total
Sarasota,505,U.S. House, District 17, ,UnderVotes,39,total
Sarasota,507,U.S. House, District 17, ,UnderVotes,79,total
Sarasota,509,U.S. House, District 17, ,UnderVotes,45,total
Sarasota,511,U.S. House, District 17, ,UnderVotes,60,total
Sarasota,513,U.S. House, District 17, ,UnderVotes,33,total
Sarasota,515,U.S. House, District 17, ,UnderVotes,45,total
Sarasota,517,U.S. House, District 17, ,UnderVotes,71,total
Sarasota,519,U.S. House, District 17, ,UnderVotes,52,total
Sarasota,521,U.S. House, District 17, ,UnderVotes,29,total
Sarasota,523,U.S. House, District 17, ,UnderVotes,32,total
Sarasota,525,U.S. House, District 17, ,UnderVotes,58,total
Sarasota,527,U.S. House, District 17, ,UnderVotes,54,total
Sarasota,529,U.S. House, District 17, ,UnderVotes,100,total
Sarasota,531,U.S. House, District 17, ,UnderVotes,34,total
Sarasota,533,U.S. House, District 17, ,UnderVotes,77,total
Sarasota,535,U.S. House, District 17, ,UnderVotes,183,total
Sarasota,537,U.S. House, District 17, ,UnderVotes,128,total
Sarasota,539,U.S. House, District 17, ,UnderVotes,93,total
Sarasota,541,U.S. House, District 17, ,UnderVotes,169,total
Sarasota,543,U.S. House, District 17, ,UnderVotes,82,total
Sarasota,545,U.S. House, District 17, ,UnderVotes,135,total
Sarasota,312,U.S. House, District 17, ,UnderVotes,114,total
Sarasota,101,State Representative, District 73,REP,Fiona McFarland,24,total
Sarasota,103,State Representative, District 73,REP,Fiona McFarland,83,total
Sarasota,109,State Representative, District 73,REP,Fiona McFarland,632,total
Sarasota,111,State Representative, District 73,REP,Fiona McFarland,144,total
Sarasota,113,State Representative, District 73,REP,Fiona McFarland,252,total
Sarasota,115,State Representative, District 73,REP,Fiona McFarland,780,total
Sarasota,123,State Representative, District 73,REP,Fiona McFarland,640,total
Sarasota,125,State Representative, District 73,REP,Fiona McFarland,1133,total
Sarasota,129,State Representative, District 73,REP,Fiona McFarland,587,total
Sarasota,131,State Representative, District 73,REP,Fiona McFarland,249,total
Sarasota,201,State Representative, District 73,REP,Fiona McFarland,2218,total
Sarasota,203,State Representative, District 73,REP,Fiona McFarland,1142,total
Sarasota,205,State Representative, District 73,REP,Fiona McFarland,290,total
Sarasota,207,State Representative, District 73,REP,Fiona McFarland,358,total
Sarasota,209,State Representative, District 73,REP,Fiona McFarland,1739,total
Sarasota,211,State Representative, District 73,REP,Fiona McFarland,670,total
Sarasota,213,State Representative, District 73,REP,Fiona McFarland,587,total
Sarasota,215,State Representative, District 73,REP,Fiona McFarland,1245,total
Sarasota,217,State Representative, District 73,REP,Fiona McFarland,458,total
Sarasota,219,State Representative, District 73,REP,Fiona McFarland,451,total
Sarasota,223,State Representative, District 73,REP,Fiona McFarland,851,total
Sarasota,225,State Representative, District 73,REP,Fiona McFarland,423,total
Sarasota,227,State Representative, District 73,REP,Fiona McFarland,877,total
Sarasota,231,State Representative, District 73,REP,Fiona McFarland,879,total
Sarasota,301,State Representative, District 73,REP,Fiona McFarland,348,total
Sarasota,305,State Representative, District 73,REP,Fiona McFarland,1864,total
Sarasota,307,State Representative, District 73,REP,Fiona McFarland,511,total
Sarasota,401,State Representative, District 73,REP,Fiona McFarland,199,total
Sarasota,403,State Representative, District 73,REP,Fiona McFarland,562,total
Sarasota,405,State Representative, District 73,REP,Fiona McFarland,2356,total
Sarasota,407,State Representative, District 73,REP,Fiona McFarland,1945,total
Sarasota,409,State Representative, District 73,REP,Fiona McFarland,663,total
Sarasota,411,State Representative, District 73,REP,Fiona McFarland,1869,total
Sarasota,413,State Representative, District 73,REP,Fiona McFarland,2676,total
Sarasota,415,State Representative, District 73,REP,Fiona McFarland,2540,total
Sarasota,417,State Representative, District 73,REP,Fiona McFarland,2697,total
Sarasota,421,State Representative, District 73,REP,Fiona McFarland,629,total
Sarasota,423,State Representative, District 73,REP,Fiona McFarland,1886,total
Sarasota,425,State Representative, District 73,REP,Fiona McFarland,2686,total
Sarasota,427,State Representative, District 73,REP,Fiona McFarland,46,total
Sarasota,429,State Representative, District 73,REP,Fiona McFarland,1848,total
Sarasota,430,State Representative, District 73,REP,Fiona McFarland,1970,total
Sarasota,431,State Representative, District 73,REP,Fiona McFarland,2085,total
Sarasota,433,State Representative, District 73,REP,Fiona McFarland,702,total
Sarasota,437,State Representative, District 73,REP,Fiona McFarland,454,total
Sarasota,501,State Representative, District 73,REP,Fiona McFarland,2105,total
Sarasota,503,State Representative, District 73,REP,Fiona McFarland,256,total
Sarasota,505,State Representative, District 73,REP,Fiona McFarland,1088,total
Sarasota,507,State Representative, District 73,REP,Fiona McFarland,1976,total
Sarasota,509,State Representative, District 73,REP,Fiona McFarland,759,total
Sarasota,511,State Representative, District 73,REP,Fiona McFarland,1530,total
Sarasota,513,State Representative, District 73,REP,Fiona McFarland,367,total
Sarasota,515,State Representative, District 73,REP,Fiona McFarland,738,total
Sarasota,517,State Representative, District 73,REP,Fiona McFarland,1394,total
Sarasota,519,State Representative, District 73,REP,Fiona McFarland,1199,total
Sarasota,521,State Representative, District 73,REP,Fiona McFarland,565,total
Sarasota,523,State Representative, District 73,REP,Fiona McFarland,545,total
Sarasota,525,State Representative, District 73,REP,Fiona McFarland,1442,total
Sarasota,101,State Representative, District 73,DEM,Derek Reich,57,total
Sarasota,103,State Representative, District 73,DEM,Derek Reich,116,total
Sarasota,109,State Representative, District 73,DEM,Derek Reich,1123,total
Sarasota,111,State Representative, District 73,DEM,Derek Reich,291,total
Sarasota,113,State Representative, District 73,DEM,Derek Reich,140,total
Sarasota,115,State Representative, District 73,DEM,Derek Reich,2326,total
Sarasota,123,State Representative, District 73,DEM,Derek Reich,768,total
Sarasota,125,State Representative, District 73,DEM,Derek Reich,1244,total
Sarasota,129,State Representative, District 73,DEM,Derek Reich,575,total
Sarasota,131,State Representative, District 73,DEM,Derek Reich,166,total
Sarasota,201,State Representative, District 73,DEM,Derek Reich,1467,total
Sarasota,203,State Representative, District 73,DEM,Derek Reich,958,total
Sarasota,205,State Representative, District 73,DEM,Derek Reich,371,total
Sarasota,207,State Representative, District 73,DEM,Derek Reich,436,total
Sarasota,209,State Representative, District 73,DEM,Derek Reich,2106,total
Sarasota,211,State Representative, District 73,DEM,Derek Reich,453,total
Sarasota,213,State Representative, District 73,DEM,Derek Reich,399,total
Sarasota,215,State Representative, District 73,DEM,Derek Reich,1331,total
Sarasota,217,State Representative, District 73,DEM,Derek Reich,345,total
Sarasota,219,State Representative, District 73,DEM,Derek Reich,394,total
Sarasota,223,State Representative, District 73,DEM,Derek Reich,710,total
Sarasota,225,State Representative, District 73,DEM,Derek Reich,449,total
Sarasota,227,State Representative, District 73,DEM,Derek Reich,892,total
Sarasota,231,State Representative, District 73,DEM,Derek Reich,629,total
Sarasota,301,State Representative, District 73,DEM,Derek Reich,214,total
Sarasota,305,State Representative, District 73,DEM,Derek Reich,1087,total
Sarasota,307,State Representative, District 73,DEM,Derek Reich,249,total
Sarasota,401,State Representative, District 73,DEM,Derek Reich,106,total
Sarasota,403,State Representative, District 73,DEM,Derek Reich,333,total
Sarasota,405,State Representative, District 73,DEM,Derek Reich,2068,total
Sarasota,407,State Representative, District 73,DEM,Derek Reich,1544,total
Sarasota,409,State Representative, District 73,DEM,Derek Reich,468,total
Sarasota,411,State Representative, District 73,DEM,Derek Reich,996,total
Sarasota,413,State Representative, District 73,DEM,Derek Reich,1929,total
Sarasota,415,State Representative, District 73,DEM,Derek Reich,1981,total
Sarasota,417,State Representative, District 73,DEM,Derek Reich,2033,total
Sarasota,421,State Representative, District 73,DEM,Derek Reich,411,total
Sarasota,423,State Representative, District 73,DEM,Derek Reich,1692,total
Sarasota,425,State Representative, District 73,DEM,Derek Reich,2052,total
Sarasota,427,State Representative, District 73,DEM,Derek Reich,19,total
Sarasota,429,State Representative, District 73,DEM,Derek Reich,1180,total
Sarasota,430,State Representative, District 73,DEM,Derek Reich,1138,total
Sarasota,431,State Representative, District 73,DEM,Derek Reich,973,total
Sarasota,433,State Representative, District 73,DEM,Derek Reich,423,total
Sarasota,437,State Representative, District 73,DEM,Derek Reich,186,total
Sarasota,501,State Representative, District 73,DEM,Derek Reich,1319,total
Sarasota,503,State Representative, District 73,DEM,Derek Reich,115,total
Sarasota,505,State Representative, District 73,DEM,Derek Reich,482,total
Sarasota,507,State Representative, District 73,DEM,Derek Reich,1036,total
Sarasota,509,State Representative, District 73,DEM,Derek Reich,437,total
Sarasota,511,State Representative, District 73,DEM,Derek Reich,992,total
Sarasota,513,State Representative, District 73,DEM,Derek Reich,332,total
Sarasota,515,State Representative, District 73,DEM,Derek Reich,466,total
Sarasota,517,State Representative, District 73,DEM,Derek Reich,972,total
Sarasota,519,State Representative, District 73,DEM,Derek Reich,914,total
Sarasota,521,State Representative, District 73,DEM,Derek Reich,431,total
Sarasota,523,State Representative, District 73,DEM,Derek Reich,381,total
Sarasota,525,State Representative, District 73,DEM,Derek Reich,843,total
Sarasota,101,State Representative, District 73, ,OverVotes,0,total
Sarasota,103,State Representative, District 73, ,OverVotes,0,total
Sarasota,109,State Representative, District 73, ,OverVotes,0,total
Sarasota,111,State Representative, District 73, ,OverVotes,0,total
Sarasota,113,State Representative, District 73, ,OverVotes,0,total
Sarasota,115,State Representative, District 73, ,OverVotes,1,total
Sarasota,123,State Representative, District 73, ,OverVotes,0,total
Sarasota,125,State Representative, District 73, ,OverVotes,0,total
Sarasota,129,State Representative, District 73, ,OverVotes,0,total
Sarasota,131,State Representative, District 73, ,OverVotes,0,total
Sarasota,201,State Representative, District 73, ,OverVotes,0,total
Sarasota,203,State Representative, District 73, ,OverVotes,0,total
Sarasota,205,State Representative, District 73, ,OverVotes,0,total
Sarasota,207,State Representative, District 73, ,OverVotes,0,total
Sarasota,209,State Representative, District 73, ,OverVotes,1,total
Sarasota,211,State Representative, District 73, ,OverVotes,0,total
Sarasota,213,State Representative, District 73, ,OverVotes,0,total
Sarasota,215,State Representative, District 73, ,OverVotes,0,total
Sarasota,217,State Representative, District 73, ,OverVotes,0,total
Sarasota,219,State Representative, District 73, ,OverVotes,0,total
Sarasota,223,State Representative, District 73, ,OverVotes,0,total
Sarasota,225,State Representative, District 73, ,OverVotes,0,total
Sarasota,227,State Representative, District 73, ,OverVotes,0,total
Sarasota,231,State Representative, District 73, ,OverVotes,0,total
Sarasota,301,State Representative, District 73, ,OverVotes,0,total
Sarasota,305,State Representative, District 73, ,OverVotes,1,total
Sarasota,307,State Representative, District 73, ,OverVotes,0,total
Sarasota,401,State Representative, District 73, ,OverVotes,0,total
Sarasota,403,State Representative, District 73, ,OverVotes,0,total
Sarasota,405,State Representative, District 73, ,OverVotes,0,total
Sarasota,407,State Representative, District 73, ,OverVotes,1,total
Sarasota,409,State Representative, District 73, ,OverVotes,0,total
Sarasota,411,State Representative, District 73, ,OverVotes,2,total
Sarasota,413,State Representative, District 73, ,OverVotes,0,total
Sarasota,415,State Representative, District 73, ,OverVotes,0,total
Sarasota,417,State Representative, District 73, ,OverVotes,0,total
Sarasota,421,State Representative, District 73, ,OverVotes,0,total
Sarasota,423,State Representative, District 73, ,OverVotes,0,total
Sarasota,425,State Representative, District 73, ,OverVotes,0,total
Sarasota,427,State Representative, District 73, ,OverVotes,0,total
Sarasota,429,State Representative, District 73, ,OverVotes,0,total
Sarasota,430,State Representative, District 73, ,OverVotes,0,total
Sarasota,431,State Representative, District 73, ,OverVotes,0,total
Sarasota,433,State Representative, District 73, ,OverVotes,0,total
Sarasota,437,State Representative, District 73, ,OverVotes,0,total
Sarasota,501,State Representative, District 73, ,OverVotes,0,total
