county,precinct,office,district,party,candidate,votetype,votes
Allegheny,McKees Rocks Ward 2 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,36
Allegheny,McKees Rocks Ward 2 Dist 2,US President,NA,REP,Donald J. Trump,absentee,15
Allegheny,McKees Rocks Ward 2 Dist 2,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,McKees Rocks Ward 2 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,McKees Rocks Ward 2 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,94
Allegheny,McKees Rocks Ward 3 Dist 1,US President,NA,REP,Donald J. Trump,absentee,38
Allegheny,McKees Rocks Ward 3 Dist 1,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,60
Allegheny,McKees Rocks Ward 3 Dist 2,US President,NA,REP,Donald J. Trump,absentee,10
Allegheny,McKees Rocks Ward 3 Dist 2,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,McKees Rocks Ward 3 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 2,US President,NA,WRI,Write-in,absentee,1
Allegheny,McKees Rocks Ward 3 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,44
Allegheny,McKees Rocks Ward 3 Dist 3,US President,NA,REP,Donald J. Trump,absentee,21
Allegheny,McKees Rocks Ward 3 Dist 3,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 3,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,McKees Rocks Ward 3 Dist 3,US President,NA,WRI,Write-in,absentee,0
Allegheny,Millvale Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,75
Allegheny,Millvale Dist 1,US President,NA,REP,Donald J. Trump,absentee,19
Allegheny,Millvale Dist 1,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Millvale Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Millvale Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,Millvale Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,38
Allegheny,Millvale Dist 2,US President,NA,REP,Donald J. Trump,absentee,13
Allegheny,Millvale Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Millvale Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Millvale Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Millvale Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,79
Allegheny,Millvale Dist 3,US President,NA,REP,Donald J. Trump,absentee,15
Allegheny,Millvale Dist 3,US President,NA,GRN,Jill Stein,absentee,3
Allegheny,Millvale Dist 3,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Millvale Dist 3,US President,NA,WRI,Write-in,absentee,0
Allegheny,Millvale Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,43
Allegheny,Millvale Dist 4,US President,NA,REP,Donald J. Trump,absentee,24
Allegheny,Millvale Dist 4,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Millvale Dist 4,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Millvale Dist 4,US President,NA,WRI,Write-in,absentee,0
Allegheny,Millvale Dist 5,US President,NA,DEM,Kamala D. Harris,absentee,81
Allegheny,Millvale Dist 5,US President,NA,REP,Donald J. Trump,absentee,27
Allegheny,Millvale Dist 5,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Millvale Dist 5,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Millvale Dist 5,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 1 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,95
Allegheny,Monroeville Ward 1 Dist 1,US President,NA,REP,Donald J. Trump,absentee,40
Allegheny,Monroeville Ward 1 Dist 1,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 1 Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 1 Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 1 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,118
Allegheny,Monroeville Ward 1 Dist 2,US President,NA,REP,Donald J. Trump,absentee,31
Allegheny,Monroeville Ward 1 Dist 2,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 1 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 1 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 1 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,171
Allegheny,Monroeville Ward 1 Dist 3,US President,NA,REP,Donald J. Trump,absentee,64
Allegheny,Monroeville Ward 1 Dist 3,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 1 Dist 3,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 1 Dist 3,US President,NA,WRI,Write-in,absentee,2
Allegheny,Monroeville Ward 1 Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,168
Allegheny,Monroeville Ward 1 Dist 4,US President,NA,REP,Donald J. Trump,absentee,36
Allegheny,Monroeville Ward 1 Dist 4,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 1 Dist 4,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 1 Dist 4,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 2 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,159
Allegheny,Monroeville Ward 2 Dist 1,US President,NA,REP,Donald J. Trump,absentee,66
Allegheny,Monroeville Ward 2 Dist 1,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Monroeville Ward 2 Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 2 Dist 1,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 2 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,206
Allegheny,Monroeville Ward 2 Dist 2,US President,NA,REP,Donald J. Trump,absentee,75
Allegheny,Monroeville Ward 2 Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 2 Dist 2,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 2 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 2 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,223
Allegheny,Monroeville Ward 2 Dist 3,US President,NA,REP,Donald J. Trump,absentee,86
Allegheny,Monroeville Ward 2 Dist 3,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 2 Dist 3,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 2 Dist 3,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 3 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,249
Allegheny,Monroeville Ward 3 Dist 1,US President,NA,REP,Donald J. Trump,absentee,124
Allegheny,Monroeville Ward 3 Dist 1,US President,NA,GRN,Jill Stein,absentee,5
Allegheny,Monroeville Ward 3 Dist 1,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Monroeville Ward 3 Dist 1,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 3 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,103
Allegheny,Monroeville Ward 3 Dist 2,US President,NA,REP,Donald J. Trump,absentee,39
Allegheny,Monroeville Ward 3 Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 3 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 3 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 3 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,196
Allegheny,Monroeville Ward 3 Dist 3,US President,NA,REP,Donald J. Trump,absentee,62
Allegheny,Monroeville Ward 3 Dist 3,US President,NA,GRN,Jill Stein,absentee,3
Allegheny,Monroeville Ward 3 Dist 3,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 3 Dist 3,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 3 Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,83
Allegheny,Monroeville Ward 3 Dist 4,US President,NA,REP,Donald J. Trump,absentee,40
Allegheny,Monroeville Ward 3 Dist 4,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 3 Dist 4,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 3 Dist 4,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 4 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,124
Allegheny,Monroeville Ward 4 Dist 1,US President,NA,REP,Donald J. Trump,absentee,48
Allegheny,Monroeville Ward 4 Dist 1,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 4 Dist 1,US President,NA,LIB,Chase Oliver,absentee,3
Allegheny,Monroeville Ward 4 Dist 1,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 4 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,179
Allegheny,Monroeville Ward 4 Dist 2,US President,NA,REP,Donald J. Trump,absentee,79
Allegheny,Monroeville Ward 4 Dist 2,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 4 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 4 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 4 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,156
Allegheny,Monroeville Ward 4 Dist 3,US President,NA,REP,Donald J. Trump,absentee,59
Allegheny,Monroeville Ward 4 Dist 3,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Monroeville Ward 4 Dist 3,US President,NA,LIB,Chase Oliver,absentee,3
Allegheny,Monroeville Ward 4 Dist 3,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 5 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,88
Allegheny,Monroeville Ward 5 Dist 1,US President,NA,REP,Donald J. Trump,absentee,43
Allegheny,Monroeville Ward 5 Dist 1,US President,NA,GRN,Jill Stein,absentee,3
Allegheny,Monroeville Ward 5 Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 5 Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 5 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,181
Allegheny,Monroeville Ward 5 Dist 2,US President,NA,REP,Donald J. Trump,absentee,33
Allegheny,Monroeville Ward 5 Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 5 Dist 2,US President,NA,LIB,Chase Oliver,absentee,3
Allegheny,Monroeville Ward 5 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 5 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,215
Allegheny,Monroeville Ward 5 Dist 3,US President,NA,REP,Donald J. Trump,absentee,69
Allegheny,Monroeville Ward 5 Dist 3,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 5 Dist 3,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Monroeville Ward 5 Dist 3,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 5 Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,97
Allegheny,Monroeville Ward 5 Dist 4,US President,NA,REP,Donald J. Trump,absentee,27
Allegheny,Monroeville Ward 5 Dist 4,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 5 Dist 4,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 5 Dist 4,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 6 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,138
Allegheny,Monroeville Ward 6 Dist 1,US President,NA,REP,Donald J. Trump,absentee,53
Allegheny,Monroeville Ward 6 Dist 1,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 6 Dist 1,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 6 Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 6 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,163
Allegheny,Monroeville Ward 6 Dist 2,US President,NA,REP,Donald J. Trump,absentee,70
Allegheny,Monroeville Ward 6 Dist 2,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Monroeville Ward 6 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Monroeville Ward 6 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 6 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,143
Allegheny,Monroeville Ward 6 Dist 3,US President,NA,REP,Donald J. Trump,absentee,31
Allegheny,Monroeville Ward 6 Dist 3,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 6 Dist 3,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 6 Dist 3,US President,NA,WRI,Write-in,absentee,1
Allegheny,Monroeville Ward 6 Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,86
Allegheny,Monroeville Ward 6 Dist 4,US President,NA,REP,Donald J. Trump,absentee,20
Allegheny,Monroeville Ward 6 Dist 4,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Monroeville Ward 6 Dist 4,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 6 Dist 4,US President,NA,WRI,Write-in,absentee,2
Allegheny,Monroeville Ward 7 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,342
Allegheny,Monroeville Ward 7 Dist 1,US President,NA,REP,Donald J. Trump,absentee,98
Allegheny,Monroeville Ward 7 Dist 1,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Monroeville Ward 7 Dist 1,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 7 Dist 1,US President,NA,WRI,Write-in,absentee,4
Allegheny,Monroeville Ward 7 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,139
Allegheny,Monroeville Ward 7 Dist 2,US President,NA,REP,Donald J. Trump,absentee,52
Allegheny,Monroeville Ward 7 Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 7 Dist 2,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 7 Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Monroeville Ward 7 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,140
Allegheny,Monroeville Ward 7 Dist 3,US President,NA,REP,Donald J. Trump,absentee,29
Allegheny,Monroeville Ward 7 Dist 3,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Monroeville Ward 7 Dist 3,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Monroeville Ward 7 Dist 3,US President,NA,WRI,Write-in,absentee,0
Allegheny,Moon Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,83
Allegheny,Moon Dist 1,US President,NA,REP,Donald J. Trump,absentee,52
Allegheny,Moon Dist 1,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 1,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 1,US President,NA,WRI,Write-in,absentee,0
Allegheny,Moon Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,195
Allegheny,Moon Dist 2,US President,NA,REP,Donald J. Trump,absentee,96
Allegheny,Moon Dist 2,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 2,US President,NA,LIB,Chase Oliver,absentee,3
Allegheny,Moon Dist 2,US President,NA,WRI,Write-in,absentee,0
Allegheny,Moon Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,173
Allegheny,Moon Dist 3,US President,NA,REP,Donald J. Trump,absentee,64
Allegheny,Moon Dist 3,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 3,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Moon Dist 3,US President,NA,WRI,Write-in,absentee,4
Allegheny,Moon Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,254
Allegheny,Moon Dist 4,US President,NA,REP,Donald J. Trump,absentee,120
Allegheny,Moon Dist 4,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Moon Dist 4,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 4,US President,NA,WRI,Write-in,absentee,4
Allegheny,Moon Dist 5,US President,NA,DEM,Kamala D. Harris,absentee,321
Allegheny,Moon Dist 5,US President,NA,REP,Donald J. Trump,absentee,160
Allegheny,Moon Dist 5,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Moon Dist 5,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Moon Dist 5,US President,NA,WRI,Write-in,absentee,3
Allegheny,Moon Dist 6,US President,NA,DEM,Kamala D. Harris,absentee,273
Allegheny,Moon Dist 6,US President,NA,REP,Donald J. Trump,absentee,190
Allegheny,Moon Dist 6,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Moon Dist 6,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 6,US President,NA,WRI,Write-in,absentee,2
Allegheny,Moon Dist 7,US President,NA,DEM,Kamala D. Harris,absentee,200
Allegheny,Moon Dist 7,US President,NA,REP,Donald J. Trump,absentee,81
Allegheny,Moon Dist 7,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 7,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 7,US President,NA,WRI,Write-in,absentee,0
Allegheny,Moon Dist 8,US President,NA,DEM,Kamala D. Harris,absentee,251
Allegheny,Moon Dist 8,US President,NA,REP,Donald J. Trump,absentee,106
Allegheny,Moon Dist 8,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Moon Dist 8,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Moon Dist 8,US President,NA,WRI,Write-in,absentee,1
Allegheny,Moon Dist 9,US President,NA,DEM,Kamala D. Harris,absentee,179
Allegheny,Moon Dist 9,US President,NA,REP,Donald J. Trump,absentee,117
Allegheny,Moon Dist 9,US President,NA,GRN,Jill Stein,absentee,6
Allegheny,Moon Dist 9,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Moon Dist 9,US President,NA,WRI,Write-in,absentee,2
Allegheny,Moon Dist 10,US President,NA,DEM,Kamala D. Harris,absentee,241
Allegheny,Moon Dist 10,US President,NA,REP,Donald J. Trump,absentee,117
Allegheny,Moon Dist 10,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Moon Dist 10,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Moon Dist 10,US President,NA,WRI,Write-in,absentee,4
Allegheny,Moon Dist 11,US President,NA,DEM,Kamala D. Harris,absentee,203
Allegheny,Moon Dist 11,US President,NA,REP,Donald J. Trump,absentee,146
Allegheny,Moon Dist 11,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Moon Dist 11,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Moon Dist 11,US President,NA,WRI,Write-in,absentee,6
Allegheny,Moon Dist 12,US President,NA,DEM,Kamala D. Harris,absentee,187
Allegheny,Moon Dist 12,US President,NA,REP,Donald J. Trump,absentee,95
Allegheny,Moon Dist 12,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 12,US President,NA,LIB,Chase Oliver,absentee,1
Allegheny,Moon Dist 12,US President,NA,WRI,Write-in,absentee,1
Allegheny,Moon Dist 13,US President,NA,DEM,Kamala D. Harris,absentee,224
Allegheny,Moon Dist 13,US President,NA,REP,Donald J. Trump,absentee,162
Allegheny,Moon Dist 13,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Moon Dist 13,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 13,US President,NA,WRI,Write-in,absentee,1
Allegheny,Moon Dist 14,US President,NA,DEM,Kamala D. Harris,absentee,149
Allegheny,Moon Dist 14,US President,NA,REP,Donald J. Trump,absentee,58
Allegheny,Moon Dist 14,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Moon Dist 14,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Moon Dist 14,US President,NA,WRI,Write-in,absentee,0
Allegheny,Moon Dist 15,US President,NA,DEM,Kamala D. Harris,absentee,172
Allegheny,Moon Dist 15,US President,NA,REP,Donald J. Trump,absentee,71
Allegheny,Moon Dist 15,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 15,US President,NA,LIB,Chase Oliver,absentee,4
Allegheny,Moon Dist 15,US President,NA,WRI,Write-in,absentee,3
Allegheny,Moon Dist 16,US President,NA,DEM,Kamala D. Harris,absentee,195
Allegheny,Moon Dist 16,US President,NA,REP,Donald J. Trump,absentee,137
Allegheny,Moon Dist 16,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Moon Dist 16,US President,NA,LIB,Chase Oliver,absentee,2
Allegheny,Moon Dist 16,US President,NA,WRI,Write-in,absentee,2
Allegheny,Mt Lebanon Ward 1 Dist 1,US President,NA,DEM,Kamala D. Harris,absentee,207
Allegheny,Mt Lebanon Ward 1 Dist 1,US President,NA,REP,Donald J. Trump,absentee,92
Allegheny,Mt Lebanon Ward 1 Dist 1,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Mt Lebanon Ward 1 Dist 1,US President,NA,LIB,Chase Oliver,absentee,4
Allegheny,Mt Lebanon Ward 1 Dist 1,US President,NA,WRI,Write-in,absentee,5
Allegheny,Mt Lebanon Ward 1 Dist 2,US President,NA,DEM,Kamala D. Harris,absentee,118
Allegheny,Mt Lebanon Ward 1 Dist 2,US President,NA,REP,Donald J. Trump,absentee,24
Allegheny,Mt Lebanon Ward 1 Dist 2,US President,NA,GRN,Jill Stein,absentee,1
Allegheny,Mt Lebanon Ward 1 Dist 2,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 2,US President,NA,WRI,Write-in,absentee,1
Allegheny,Mt Lebanon Ward 1 Dist 3,US President,NA,DEM,Kamala D. Harris,absentee,149
Allegheny,Mt Lebanon Ward 1 Dist 3,US President,NA,REP,Donald J. Trump,absentee,39
Allegheny,Mt Lebanon Ward 1 Dist 3,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Mt Lebanon Ward 1 Dist 3,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 3,US President,NA,WRI,Write-in,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 4,US President,NA,DEM,Kamala D. Harris,absentee,186
Allegheny,Mt Lebanon Ward 1 Dist 4,US President,NA,REP,Donald J. Trump,absentee,54
Allegheny,Mt Lebanon Ward 1 Dist 4,US President,NA,GRN,Jill Stein,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 4,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 4,US President,NA,WRI,Write-in,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 5,US President,NA,DEM,Kamala D. Harris,absentee,157
Allegheny,Mt Lebanon Ward 1 Dist 5,US President,NA,REP,Donald J. Trump,absentee,27
Allegheny,Mt Lebanon Ward 1 Dist 5,US President,NA,GRN,Jill Stein,absentee,2
Allegheny,Mt Lebanon Ward 1 Dist 5,US President,NA,LIB,Chase Oliver,absentee,0
Allegheny,Mt Lebanon Ward 1 Dist 5,US President,NA,WRI,Write-in,absentee,1
